code,numeric_code,our_name,yahoo_name,similarity,category,normalized_ours,normalized_yahoo
1TECH,03041,"Onetech Solutions Holdings Berhad","1TECH",19,MISMATCH,"ONETECH SOLUTIONS BHD","1TECH"
3A,0012,"Three-A Resources Berhad","3A",5,MISMATCH,"THREE A RESOURCES BHD","3A"
3REN,0328,"3REN Berhad","3REN",50,MISMATCH,"3REN BHD","3REN"
99SMART,5326,"99 Speed Mart Retail Holdings Berhad","99SMART",29,MISMATCH,"99 SPEED MART RETAIL BHD","99SMART"
A1AKK,0365,"A1 A.K. Koh Group Berhad","A1AKK",36,MISMATCH,"A1 A K KOH BHD","A1AKK"
AAX,5238,"AirAsia X Berhad","AAX",23,MISMATCH,"AIRASIA X BHD","AAX"
ABLEGLOB,7167,"Able Global Berhad","ABLEGLOB",53,MISMATCH,"ABLE GLOBAL BHD","ABLEGLOB"
ABLEGRP,7086,"AbleGroup Berhad","ABLEGRP",50,MISMATCH,"ABLE BHD","ABLEGRP"
ABMB,2488,"Alliance Bank Malaysia Berhad","ABMB",15,MISMATCH,"ALLIANCE BANK MALAYSIA BHD","ABMB"
ACME,7131,"ACME Holdings Berhad","ACME",50,MISMATCH,"ACME BHD","ACME"
ACO,0218,"ACO Group Berhad","ACO",43,MISMATCH,"ACO BHD","ACO"
ADB,0276,"Autocount Dotcom Berhad","ADB",15,MISMATCH,"AUTOCOUNT DOTCOM BHD","ADB"
ADVCON,5281,"Advancecon Holdings Berhad","ADVCON",43,MISMATCH,"ADVANCECON BHD","ADVCON"
ADVENTA,7191,"Adventa Berhad","ADVENTA",64,MISMATCH,"ADVENTA BHD","ADVENTA"
ADVPKG,9148,"Advance Packaging Group Berhad","GBAY",10,MISMATCH,"ADVANCE PACKAGING BHD","GBAY"
AEM,7146,"AE Multi Holdings Berhad","AEM",25,MISMATCH,"AE MULTI BHD","AEM"
AEMULUS,0181,"Aemulus Holdings Berhad","AEMULUS",64,MISMATCH,"AEMULUS BHD","AEMULUS"
AEON,6599,"Aeon Co. (M) Bhd","AEON",36,MISMATCH,"AEON CO BHD","AEON"
AEONCR,5139,"AEON Credit Service","AEONCR",32,MISMATCH,"AEON CREDIT SERVICE","AEONCR"
AFFIN,5185,"AFFIN Bank Berhad","AFFIN",36,MISMATCH,"AFFIN BANK BHD","AFFIN"
AFUJIYA,5198,"ABM Fujiya Berhad","AFUJIYA",50,MISMATCH,"ABM FUJIYA BHD","AFUJIYA"
AGES,7145,"Ages International Holdings Berhad","TXCD",15,MISMATCH,"AGES INTL BHD","TXCD"
AGMO,0258,"AGMO Holdings Berhad","AGMO",50,MISMATCH,"AGMO BHD","AGMO"
AGRICOR,0309,"Agricore CS Holdings Berhad","AGRICOR",47,MISMATCH,"AGRICORE CS BHD","AGRICOR"
AGX,0299,"AGX Group Berhad","AGX",43,MISMATCH,"AGX BHD","AGX"
AHB,7315,"AHB Holdings Berhad","AHB",43,MISMATCH,"AHB BHD","AHB"
AHEALTH,7090,"Apex Healthcare Berhad","AHEALTH",37,MISMATCH,"APEX HEALTHCARE BHD","AHEALTH"
AIM,0122,"Advance Information Marketing Berhad","AIM",9,MISMATCH,"ADVANCE INFORMATION MARKETING BHD","AIM"
AIMFLEX,0209,"Aimflex Berhad","AIMFLEX",64,MISMATCH,"AIMFLEX BHD","AIMFLEX"
AIZO,7219,"Aizo Group Berhad","AIZO",50,MISMATCH,"AIZO BHD","AIZO"
AJI,2658,"Ajinomoto (Malaysia) Berhad","AJI",23,MISMATCH,"AJINOMOTO BHD","AJI"
AJIYA,7609,"Ajiya Berhad","AJIYA",56,MISMATCH,"AJIYA BHD","AJIYA"
AKMSB,0291,"AKM Services Berhad","CHB",13,MISMATCH,"AKM SERVICES BHD","CHB"
ALAM,5115,"Alam Maritim Resources Berhad","ALAM",15,MISMATCH,"ALAM MARITIM RESOURCES BHD","ALAM"
ALAQAR,5116,"Al-'Aqar Healthcare REIT","ALAQAR",26,MISMATCH,"AL AQAR HEALTHCARE REIT","ALAQAR"
ALCOM,2674,"Alcom Group Berhad","ALCOM",56,MISMATCH,"ALCOM BHD","ALCOM"
ALLIANZ,1163,"Allianz Malaysia Berhad","ALLIANZ",35,MISMATCH,"ALLIANZ MALAYSIA BHD","ALLIANZ"
ALPHA,0303,"Alpha IVF Group Berhad","ALPHA",38,MISMATCH,"ALPHA IVF BHD","ALPHA"
ALRICH,0079,"Aldrich Resources Berhad","ALRICH",29,MISMATCH,"ALDRICH RESOURCES BHD","ALRICH"
ALSREIT,5269,"Al-Salam Real Estate Investment Trust","ALSREIT",19,MISMATCH,"AL SALAM REAL ESTATE INVESTMENT TRUST","ALSREIT"
AMBANK,1015,"AMMB Holdings Berhad","AMBANK",38,MISMATCH,"AMMB BHD","AMBANK"
AME,5293,"AME Elite Consortium Berhad","AME",13,MISMATCH,"AME ELITE CONSORTIUM BHD","AME"
AMEDIA,0159,"Asia Media Group Berhad","MMM",7,MISMATCH,"ASIA MEDIA BHD","MMM"
AMEREIT,5307,"AME Real Estate Investment Trust","AMEREIT",22,MISMATCH,"AME REAL ESTATE INVESTMENT TRUST","AMEREIT"
AMLEX,03011,"Amlex Holdings Berhad","AMLEX",56,MISMATCH,"AMLEX BHD","AMLEX"
AMTEL,7031,"Amtel Holdings Berhad","AMTEL",56,MISMATCH,"AMTEL BHD","AMTEL"
AMWAY,6351,"Amway (Malaysia) Holdings Berhad","AMWAY",56,MISMATCH,"AMWAY BHD","AMWAY"
ANALABS,7083,"Analabs Resources","ANALABS",41,MISMATCH,"ANALABS RESOURCES","ANALABS"
ANCOMLB,0048,"Ancom Logistics Berhad","ANCOMLB",37,MISMATCH,"ANCOM LOGISTICS BHD","ANCOMLB"
ANCOMNY,4758,"Ancom Nylex Berhad","ANCOMNY",47,MISMATCH,"ANCOM NYLEX BHD","ANCOMNY"
ANEKA,0226,"Aneka Jaringan Holdings Berhad","ANEKA",28,MISMATCH,"ANEKA JARINGAN BHD","ANEKA"
ANNJOO,6556,"Ann Joo Resources Berhad","ANNJOO",29,MISMATCH,"ANN JOO RESOURCES BHD","ANNJOO"
AORB,0377,"Alpha Ocean Resources Berhad","POWER",16,MISMATCH,"ALPHA OCEAN RESOURCES BHD","POWER"
APB,5568,"APB Resources Berhad","APB",18,MISMATCH,"APB RESOURCES BHD","APB"
APEX,5088,"Apex Equity Holdings Berhad","APEX",27,MISMATCH,"APEX EQUITY BHD","APEX"
APM,5015,"APM Automotive Holdings Berhad","APM",17,MISMATCH,"APM AUTOMOTIVE BHD","APM"
APOLLO,6432,"Apollo Food Holdings","APOLLO",55,MISMATCH,"APOLLO FOOD","APOLLO"
APPASIA,0119,"AppAsia Berhad","APPASIA",64,MISMATCH,"APPASIA BHD","APPASIA"
AQUAWALK,0380,"Aquawalk Group Berhad","AQUAWALK",67,MISMATCH,"AQUAWALK BHD","AQUAWALK"
ARANK,7214,"Arank Industries","ARANK",31,MISMATCH,"ARANK INDUSTRIES","ARANK"
ARBB,7181,"ARB Berhad","ARBB",57,MISMATCH,"ARB BHD","ARBB"
ARK,7007,"Ark Resources Holdings Berhad","ARK",18,MISMATCH,"ARK RESOURCES BHD","ARK"
ARKA,7218,"Arka Berhad","ARKA",50,MISMATCH,"ARKA BHD","ARKA"
ARMADA,5210,"Bumi Armada Berhad","ARMADA",40,MISMATCH,"BUMI ARMADA BHD","ARMADA"
ARTRONIQ,0038,"Artroniq Berhad","ARTRONIQ",67,MISMATCH,"ARTRONIQ BHD","ARTRONIQ"
ASB,1481,"Advance Synergy Berhad","ASB",16,MISMATCH,"ADVANCE SYNERGY BHD","ASB"
ASDION,0068,"Asdion Berhad","ASDION",60,MISMATCH,"ASDION BHD","ASDION"
ASIABRN,7203,"Asia Brands Berhad","WANGZNG",13,MISMATCH,"ASIA BRANDS BHD","WANGZNG"
ASIAFLE,7129,"Asia File Corporation Berhad","ASIAFLE",39,MISMATCH,"ASIA FILE CORP BHD","ASIAFLE"
ASIAPAC,0361,"Asia Pacific Higher Learning Sdn Bhd","PMIBHD",11,MISMATCH,"ASIA PACIFIC HIGHER LEARNING","PMIBHD"
ASIAPLY,0105,"Asiaply Berhad","ASIAPLY",64,MISMATCH,"ASIAPLY BHD","ASIAPLY"
ASM,0362,"ASM Automation Group Berhad","ASM",17,MISMATCH,"ASM AUTOMATION BHD","ASM"
ASTEEL,7020,"Amalgamated Steel Mills Berhad","ASTEEL",22,MISMATCH,"AMALGAMATED STEEL MILLS BHD","ASTEEL"
ASTINO,7162,"Astino Berhad","ASTINO",60,MISMATCH,"ASTINO BHD","ASTINO"
ASTRO,6399,"Astro Malaysia","ASTRO",36,MISMATCH,"ASTRO MALAYSIA","ASTRO"
ATAIMS,8176,"ATA IMS Berhad","WAVEFRNT",9,MISMATCH,"ATA IMS BHD","WAVEFRNT"
ATECH,0216,"Aurelius Technologies Berhad","SPRING",16,MISMATCH,"AURELIUS TECHNOLOGIES BHD","SPRING"
ATLAN,7048,"Atlan Holdings Bhd","ATLAN",56,MISMATCH,"ATLAN BHD","ATLAN"
ATRIUM,5130,"Atrium Real Estate Investment Trust","ATRIUM",17,MISMATCH,"ATRIUM REAL ESTATE INVESTMENT TRUST","ATRIUM"
AUMAS,0246,"AuMas Resources Berhad","CNERGEN",16,MISMATCH,"AUMAS RESOURCES BHD","CNERGEN"
AUMAS2,0098,"Aumas-Visi Berhad","AUMAS",36,MISMATCH,"AUMAS VISI BHD","AUMAS"
AURO,5025,"Auro Holdings Berhad","AURO",50,MISMATCH,"AURO BHD","AURO"
AUTORIS,03059,"Autoris Group Holdings Berhad","AUTORIS",64,MISMATCH,"AUTORIS BHD","AUTORIS"
AVALAND,5182,"Avaland Berhad","AVALAND",64,MISMATCH,"AVALAND BHD","AVALAND"
AVANGAAD,5259,"Avangaad Berhad","AVANGAAD",67,MISMATCH,"AVANGAAD BHD","AVANGAAD"
AVI,8885,"Avillion Berhad","AVI",25,MISMATCH,"AVILLION BHD","AVI"
AWANTEC,5204,"Awanbiru Technology Berhad","AWANTEC",30,MISMATCH,"AWANBIRU TECHNOLOGY BHD","AWANTEC"
AWC,7579,"AWC Berhad","AWC",43,MISMATCH,"AWC BHD","AWC"
AXIATA,6888,"Axiata Group Berhad","AXIATA",60,MISMATCH,"AXIATA BHD","AXIATA"
AXREIT,5106,"Axis Real Estate Investment Trust","AXREIT",18,MISMATCH,"AXIS REAL ESTATE INVESTMENT TRUST","AXREIT"
AXTERIA,7120,"Axteria Group Berhad","AXTERIA",64,MISMATCH,"AXTERIA BHD","AXTERIA"
AYER,2305,"AYER Holdings Berhad","AYER",50,MISMATCH,"AYER BHD","AYER"
AYS,5021,"AYS Ventures Berhad","AYS",19,MISMATCH,"AYS VENTURES BHD","AYS"
AZAMJAYA,5329,"Azam Jaya Berhad","AZAMJAYA",62,MISMATCH,"AZAM JAYA BHD","AZAMJAYA"
AZRB,7078,"Ahmad Zaki Resources Berhad","AZRB",17,MISMATCH,"AHMAD ZAKI RESOURCES BHD","AZRB"
BABA,03012,"Baba Eco Group Berhad","BABA",33,MISMATCH,"BABA ECO BHD","BABA"
BAT,4162,"British American Tobacco (Malaysia) Berhad","BAT",11,MISMATCH,"BRITISH AMERICAN TOBACCO BHD","BAT"
BAUTO,5248,"Bermaz Auto","BAUTO",45,MISMATCH,"BERMAZ AUTO","BAUTO"
BCB,6602,"BCB Berhad","BCB",43,MISMATCH,"BCB BHD","BCB"
BCMALL,0187,"BCM Alliance Berhad","BCMALL",38,MISMATCH,"BCM ALLIANCE BHD","BCMALL"
BDB,6173,"Bina Darulaman Berhad","BDB",17,MISMATCH,"BINA DARULAMAN BHD","BDB"
BENALEC,5190,"Benalec Holdings Berhad","BENALEC",64,MISMATCH,"BENALEC BHD","BENALEC"
BERTAM,9814,"Bertam Alliance Berhad","BERTAM",32,MISMATCH,"BERTAM ALLIANCE BHD","BERTAM"
BESHOM,7668,"Beshom Holdings","BESHOM",100,MATCH,"BESHOM","BESHOM"
BETA,0263,"Betamek Berhad","BETA",36,MISMATCH,"BETAMEK BHD","BETA"
BHIC,8133,"Boustead Heavy Industries Corporation Berhad","BHIC",12,MISMATCH,"BOUSTEAD HEAVY INDUSTRIES CORP BHD","BHIC"
BIG,7005,"BIG Industries Berhad","BIG",17,MISMATCH,"BIG INDUSTRIES BHD","BIG"
BIMB,5258,"Bank Islam Malaysia Berhad","BIMB",17,MISMATCH,"BANK ISLAM MALAYSIA BHD","BIMB"
BINACOM,0195,"Bina Composite Technologies Berhad","BINACOM",23,MISMATCH,"BINA COMPOSITE TECHNOLOGIES BHD","BINACOM"
BINTAI,6998,"Bintai Kinden Corporation Berhad","BINTAI",27,MISMATCH,"BINTAI KINDEN CORP BHD","BINTAI"
BIOHLDG,0179,"Bioalpha Holdings Berhad","BIOHLDG",33,MISMATCH,"BIOALPHA BHD","BIOHLDG"
BIOINTE,0290,"Bio Integrasi Holdings Berhad","PANDA",12,MISMATCH,"BIO INTEGRASI BHD","PANDA"
BIPORT,5032,"Bintulu Port Holdings Berhad","BIPORT",38,MISMATCH,"BINTULU PORT BHD","BIPORT"
BJASSET,3239,"Berjaya Assets Berhad","BJASSET",39,MISMATCH,"BERJAYA ASSETS BHD","BJASSET"
BJCORP,3395,"Berjaya Corporation Berhad","BJCORP",38,MISMATCH,"BERJAYA CORP BHD","BJCORP"
BJFOOD,5196,"Berjaya Food Berhad","BJFOOD",38,MISMATCH,"BERJAYA FOOD BHD","BJFOOD"
BJLAND,4219,"Berjaya Land Berhad","BJLAND",38,MISMATCH,"BERJAYA LAND BHD","BJLAND"
BKAWAN,1899,"Batu Kawan Berhad","BKAWAN",43,MISMATCH,"BATU KAWAN BHD","BKAWAN"
BLDPLNT,5163,"BLD Plantation Bhd","SEB",6,MISMATCH,"BLD PLANTATION BHD","SEB"
BMGREEN,0168,"BM GreenTech Berhad","BMGREEN",44,MISMATCH,"BM GREENTECH BHD","BMGREEN"
BMS,0385,"BMS Holdings Berhad","BMS",43,MISMATCH,"BMS BHD","BMS"
BNASTRA,7195,"Bina Nusantara","BNASTRA",50,MISMATCH,"BINA NUSANTARA","BNASTRA"
BPURI,5932,"Bina Puri Holdings Bhd","BPURI",38,MISMATCH,"BINA PURI BHD","BPURI"
BTECH,0011,"B-Tech Berhad","BTECH",50,MISMATCH,"B TECH BHD","BTECH"
BURSA,1818,"Bursa Malaysia Berhad","BURSA",28,MISMATCH,"BURSA MALAYSIA BHD","BURSA"
CAB,7174,"CAB Cakaran Corporation Berhad","CAB",15,MISMATCH,"CAB CAKARAN CORP BHD","CAB"
CAMAROE,0371,"Camaroe Holdings","CAMAROE",100,MATCH,"CAMAROE","CAMAROE"
CANONE,7200,"Can-One Berhad","TEKSENG",9,MISMATCH,"CAN ONE BHD","TEKSENG"
CAPITALA,5099,"Capital A Berhad","CAPITALA",62,MISMATCH,"CAPITAL A BHD","CAPITALA"
CARLSBG,2836,"Carlsberg Brewery Malaysia Berhad","CARLSBG",23,MISMATCH,"CARLSBERG BREWERY MALAYSIA BHD","CARLSBG"
CATCHA,0173,"Catcha Investment Corp Berhad","CATCHA",23,MISMATCH,"CATCHA INVESTMENT CORP BHD","CATCHA"
CBHB,0339,"CBH Engineering Holding Berhad","CBHB",21,MISMATCH,"CBH ENGINEERING BHD","CBHB"
CBIP,7076,"CB Industrial Product Holding Berhad","CBIP",16,MISMATCH,"CB INDUSTRIAL PRODUCT BHD","CBIP"
CCK,7035,"CCK Consolidated Holdings Berhad","CCK",15,MISMATCH,"CCK CONSOLIDATED BHD","CCK"
CDB,6947,"Celcomdigi Berhad","CDB",21,MISMATCH,"CELCOMDIGI BHD","CDB"
CEB,5311,"Cape EMS Berhad","CEB",25,MISMATCH,"CAPE EMS BHD","CEB"
CEKD,0238,"CEKD Holdings","CEKD",100,MATCH,"CEKD","CEKD"
CENSOF,5195,"Censof Holdings Berhad","CENSOF",60,MISMATCH,"CENSOF BHD","CENSOF"
CERATEC,0165,"Ceratechnologies Berhad","XOX",5,MISMATCH,"CERATECHNOLOGIES BHD","XOX"
CETECH,03024,"Cetech Group","CETECH",100,MATCH,"CETECH","CETECH"
CGB,8052,"Central Global Berhad","CGB",17,MISMATCH,"CENTRAL GLOBAL BHD","CGB"
CHB,0255,"Critical Holdings Berhad","EIB",17,MISMATCH,"CRITICAL BHD","EIB"
CHEEDING,0372,"Cheeding Holdings Berhad","CHEEDING",67,MISMATCH,"CHEEDING BHD","CHEEDING"
CHEETAH,7209,"Cheetah Holdings Berhad","CHEETAH",64,MISMATCH,"CHEETAH BHD","CHEETAH"
CHGP,0279,"Chin Hin Group Property Berhad","SYNERGY",19,MISMATCH,"CHIN HIN PROPERTY BHD","SYNERGY"
CHINHIN,5273,"Chin Hin Group Berhad","CHINHIN",58,MISMATCH,"CHIN HIN BHD","CHINHIN"
CHINTEK,1929,"Chin Teck Plantations Berhad","CHINTEK",28,MISMATCH,"CHIN TECK PLANTATIONS BHD","CHINTEK"
CHINWEL,5007,"Chin Well Holdings Berhad","CHINWEL",54,MISMATCH,"CHIN WELL BHD","CHINWEL"
CHUAN,7016,"Chuan Hup Holdings Berhad","CHUAN",38,MISMATCH,"CHUAN HUP BHD","CHUAN"
CIHLDG,2828,"C.I. Holdings Berhad","CIHLDG",29,MISMATCH,"C I BHD","CIHLDG"
CIMB,1023,"CIMB Group Holdings Berhad","CIMB",50,MISMATCH,"CIMB BHD","CIMB"
CITAGLB,7245,"Citaglobal Berhad","CITAGLB",50,MISMATCH,"CITAGLOBAL BHD","CITAGLB"
CKI,5336,"CUCKOO International (MAL) Berhad","CKI",16,MISMATCH,"CUCKOO INTL MAL BHD","CKI"
CLMT,5180,"CapitaLand Malaysia Trust","CLMT",16,MISMATCH,"CAPITALAND MALAYSIA TRUST","CLMT"
CLOUDPT,0277,"Cloudpoint Technology Berhad","CLOUDPT",28,MISMATCH,"CLOUDPOINT TECHNOLOGY BHD","CLOUDPT"
CMSB,2852,"Cahya Mata Sarawak Berhad","CMSB",18,MISMATCH,"CAHYA MATA SARAWAK BHD","CMSB"
CNI,5104,"CNI Holdings Berhad","CNH",43,MISMATCH,"CNI BHD","CNH"
COASTAL,5071,"Coastal Contracts Bhd","COASTAL",33,MISMATCH,"COASTAL CONTRACTS BHD","COASTAL"
CONNECT,0163,"Connectcounty Holdings Berhad","CAREPLS",12,MISMATCH,"CONNECTCOUNTY BHD","CAREPLS"
CORAZA,0211,"Coraza Integrated Technology Berhad","TASHIN",9,MISMATCH,"CORAZA INTEGRATED TECHNOLOGY BHD","TASHIN"
COSMOS,0261,"Cosmos Holdings","COSMOS",100,MATCH,"COSMOS","COSMOS"
COUNTRY,5738,"Country Heights Holdings Berhad","CHHB",21,MISMATCH,"COUNTRY HEIGHTS BHD","CHHB"
CPETECH,5317,"CPE Technology Berhad","CPETECH",39,MISMATCH,"CPE TECHNOLOGY BHD","CPETECH"
CREABIZ,0283,"Creative Alibiz Holdings Berhad","DCHCARE",11,MISMATCH,"CREATIVE ALIBIZ BHD","DCHCARE"
CRESNDO,6718,"Crescendo Corporation","CRESNDO",50,MISMATCH,"CRESCENDO CORP","CRESNDO"
CREST,0323,"Crest Group Berhad","CREST",56,MISMATCH,"CREST BHD","CREST"
CSCSTEL,5094,"CSC Steel Holdings Berhad","CSCSTEL",54,MISMATCH,"CSC STEEL BHD","CSCSTEL"
CTOS,5301,"CTOS Digital Berhad","CTOS",25,MISMATCH,"CTOS DIGITAL BHD","CTOS"
CVIEW,5049,"Country View Berhad","CVIEW",31,MISMATCH,"COUNTRY VIEW BHD","CVIEW"
CYL,7157,"CYL Corporation","CYL",38,MISMATCH,"CYL CORP","CYL"
CYPARK,5184,"Cypark Resources","CYPARK",38,MISMATCH,"CYPARK RESOURCES","CYPARK"
D&O,7204,"D & O Green Technologies Berhad","D&O",12,MISMATCH,"D O GREEN TECHNOLOGIES BHD","D O"
DATAPRP,8338,"Data Prep","DATAPRP",78,MISMATCH,"DATA PREP","DATAPRP"
DATASONIC,5216,"Datasonic Group Berhad","NEXG",8,MISMATCH,"DATASONIC BHD","NEXG"
DAYANG,5141,"Dayang Enterprise Holdings Bhd","DAYANG",29,MISMATCH,"DAYANG ENTERPRISE BHD","DAYANG"
DELEUM,5132,"Deleum Berhad","DELEUM",60,MISMATCH,"DELEUM BHD","DELEUM"
DESTINI,7212,"Destini Berhad","DESTINI",64,MISMATCH,"DESTINI BHD","DESTINI"
DFX,0131,"DFx Technology Group Berhad","DFX",17,MISMATCH,"DFX TECHNOLOGY BHD","DFX"
DGB,7208,"Db Group (M) Berhad","EURO",0,MISMATCH,"DB BHD","EURO"
DGB2,0152,"DGB Asia Berhad","DGB",25,MISMATCH,"DGB ASIA BHD","DGB"
DIALOG,7277,"Dialog Group Berhad","DIALOG",60,MISMATCH,"DIALOG BHD","DIALOG"
DIGISTA,0029,"Digistar Corporation Berhad","DIGISTA",41,MISMATCH,"DIGISTAR CORP BHD","DIGISTA"
DKLS,7173,"DKLS Industries Berhad","TOYOVEN",5,MISMATCH,"DKLS INDUSTRIES BHD","TOYOVEN"
DKSH,5908,"DKSH Holdings (Malaysia) Berhad","DKSH",50,MISMATCH,"DKSH BHD","DKSH"
DLADY,3026,"Dutch Lady Milk Industries Berhad","DLADY",17,MISMATCH,"DUTCH LADY MILK INDUSTRIES BHD","DLADY"
DNEX,4456,"Dagang NeXchange Berhad","DNEX",20,MISMATCH,"DAGANG NEXCHANGE BHD","DNEX"
DPHARMA,7148,"Duopharma Biotech Berhad","DPHARMA",33,MISMATCH,"DUOPHARMA BIOTECH BHD","DPHARMA"
DPS,7198,"DPS Resources Berhad","DPS",18,MISMATCH,"DPS RESOURCES BHD","DPS"
DRBHCOM,1619,"DRB-HICOM Berhad","DRBHCOM",54,MISMATCH,"DRB HICOM BHD","DRBHCOM"
